ikey,raw_mean,raw_median,n_obs,homoset_Ladaptive_noise25,homoset_Ladaptive_noise50,homoset_L0.6_noise25,homoset_L0.6_noise50,conflict,n_sources,n_accepted_sources,fell_back_raw,mixle_gauss,mixle_gauss_sd,mixle_robust,mixle_robust_sd,min_obs_weight,expt,d_expt
ASUDFOJKTJLAIK-UHFFFAOYSA-N,-6.549091778202676,-6.55,8,-6.55,-6.55,-6.55,-6.55,False,2,2,False,-6.547519386816075,0.10785021259413621,-6.548831704369942,0.010521539962630087,0.755493060359412,-6.55,0.6
ATUOYWHBWRKTHZ-UHFFFAOYSA-N,1.6303077358216822,1.96,27,1.96,1.96,1.96,1.96,True,5,5,False,1.939897234430693,0.08231505764929756,1.9653371279575262,0.007225192016071546,0.3540607000281025,2.0,0.2
AUHZEENZYGFFBQ-UHFFFAOYSA-N,-0.5652469279765778,-0.7073078607174585,14,-0.6524099398489619,-0.7098133029318412,-0.9,-0.9,True,5,5,False,-0.9096491027731208,0.16865593660122588,-0.8965943247410226,0.016201441438592045,0.8664335712810742,-0.9,0.6
AVMSWPWPYJVYKY-UHFFFAOYSA-N,-2.225277915418019,-2.22,7,-2.221376673040153,-2.222753346080306,-2.22,-2.22,False,4,4,False,-2.230549567540119,0.12970769408270622,-2.2193795946878523,0.012674861710019237,1.0,-2.22,0.6
AZQWKYJCGOJGHM-UHFFFAOYSA-N,-5.438828112240828,-5.793046116536921,5,-5.795551558751304,-5.795551558751304,-6.1419694072657744,-6.1419694072657744,True,4,4,False,-5.875920177277559,0.20717401543108158,-5.789709894703897,0.028185105683663017,0.00983260900199503,-6.5,0.2
BAVYZALUXZFZLV-UHFFFAOYSA-N,-4.615978967018443,-4.56143702038739,27,-4.562619502868069,-4.562619502868069,-4.561309751434035,-4.561309751434035,True,4,4,False,-4.663894240392873,0.07395501704591687,-4.564451133101156,0.007292973601915099,0.00133320910805381,-4.55,0.6
BBEAQIROQSPTKN-UHFFFAOYSA-N,-4.836155403429624,-4.51987856141458,28,-4.521224512006913,-4.521224512006913,-4.462313575525812,-4.462313575525812,True,4,4,False,-4.673647348150628,0.11055476845513151,-4.480852936526531,0.013068117408055076,0.005951547055890611,-4.52,0.6
BBMCTIGTTCKYKF-UHFFFAOYSA-N,-2.637678134625298,-4.24,18,-4.244741873804972,-4.24,-4.24,-4.24,True,5,5,False,-4.213236498161141,0.10858796587783766,-4.233932295576133,0.011053432185372684,0.16743127159494156,-4.21,0.6
BCCOBQSFUDVTJQ-UHFFFAOYSA-N,1.0119224225897885,-0.298797328734367,15,-0.38501064184871076,-0.3013027709487498,-0.298797328734367,-0.298797328734367,True,2,2,False,0.5298394061140296,0.2929175113097153,-0.6342503831095415,0.12061691253791128,0.035807220944173566,3.43,0.03
BDERNNFJNOPAEC-UHFFFAOYSA-N,-4.341750490522228,-4.83,38,-4.83,-4.83,-4.83,-4.83,True,5,5,False,-4.763839207217499,0.08108118431679005,-4.833215588954597,0.007817334041901549,0.0025706284309020854,-4.85,0.6
BGTOWKSIORTVQH-UHFFFAOYSA-N,-4.515157291048117,-4.622821825838539,13,-4.625327268052922,-4.625327268052922,-4.6899999999999995,-4.6899999999999995,True,3,3,False,-4.663635558484176,0.11858606229479539,-4.689640529945378,0.011686088220162589,0.1894492800953085,-4.7,0.6
BGUWFUQJCDRPTL-UHFFFAOYSA-N,-7.006509376434478,-7.006509376434478,2,-7.007762097541669,-7.007762097541669,-7.0,-7.0,False,2,2,False,-7.007605410280144,0.24723336564865578,-7.000588484378593,0.028191388512278828,1.0,-7.0,0.6
BHAAPTBBJKJZER-UHFFFAOYSA-N,-7.558397139790844,-7.597502111663972,3,-7.6000075538783545,-7.6000075538783545,-7.48,-7.48,False,2,2,False,-7.510216606216261,0.241266949270334,-7.482487309524581,0.028128355720791504,1.0,-7.48,0.6
BKIMMITUMNQMOS-UHFFFAOYSA-N,3.2730476230045165,3.1121758131267265,8,3.1109230920195357,3.1109230920195357,3.13,3.13,True,3,3,False,2.9699004274393364,0.2204549693752234,3.1229823775676713,0.027986729952972803,0.24985315866893368,3.13,0.6
BKOOMYPCSUNDGP-UHFFFAOYSA-N,1.3099789321534976,1.31,8,1.3098757170172086,1.3098757170172086,1.31,1.31,False,4,4,False,1.2978988892911485,0.12362262960585378,1.30972054642836,0.011540108402903657,1.0,1.31,0.6
BLXSFCHWMBESKV-UHFFFAOYSA-N,-0.1234897440235593,-0.12,5,-0.12,-0.12,-0.12,-0.12,False,3,3,False,-0.14183116646345925,0.17060312711069817,-0.12026534707544188,0.014462401378414987,1.0,-0.14,0.6
BMVXCPBXGZKUPN-UHFFFAOYSA-N,-3.9787895592863367,-4.032026768642448,13,-4.0310133843212235,-4.032026768642448,-4.0310133843212235,-4.0310133843212235,False,5,5,False,-4.028668638087273,0.10619471483467668,-4.0280502808646235,0.01041977518773285,0.49544947773061054,-3.95,0.6
BNIXVQGCZULYKV-UHFFFAOYSA-N,-0.24743401430608833,-1.3647227533460802,7,-1.37736137667304,-1.3647227533460802,-1.3647227533460802,-1.3647227533460802,True,5,5,False,-1.3799115026488544,0.16033283168651755,-1.3720576474211719,0.016636831593572196,0.17018161169101717,-1.23,0.1
BQFCCUSDZLKBJG-UHFFFAOYSA-N,-3.6243661295216594,-4.620998904533961,3,-4.623504346748343,-4.623504346748343,-4.620998904533961,-4.620998904533961,True,2,2,False,-4.784564307295093,0.7409958743451516,-4.658218216906944,0.2407009655504088,0.6817008541022272,-4.61,0.25
BSKHPKMHTQYZBB-UHFFFAOYSA-N,-4.625144265840789,-4.63,11,-4.63,-4.63,-4.63,-4.63,False,4,4,False,-4.6352663638003,0.10676162973066051,-4.626116551299261,0.010109800219158574,1.0,-4.63,0.6
BSYNRYMUTXBXSQ-UHFFFAOYSA-N,-9.962953552708845,-9.962953552708845,2,-10.06495749932147,-10.06495749932147,-9.962953552708845,-9.962953552708845,False,2,2,False,-10.012872252664264,0.9989588786409557,-10.025690970927126,0.3300609273312187,1.0,-9.94,0.18
BTFQKIATRPGRBS-UHFFFAOYSA-N,-4.251227653962071,-4.275119198604904,5,-4.277624640819287,-4.277624640819287,-4.275119198604904,-4.275119198604904,False,1,1,False,-4.553712692581508,0.4903697138871467,-4.347677715546987,0.15955578765110706,1.0,-3.93,0.1
BTJIUGUIPKRLHP-UHFFFAOYSA-N,-9.765389462285416,-10.60009311493588,18,-10.603391285309373,-10.601345836043073,-10.645,-10.645,True,5,5,False,-10.605445042601756,0.1205971906362859,-10.63852868078404,0.013892599114239422,0.14328823893771625,-10.64,0.6
BULVZWIRKLYCBC-UHFFFAOYSA-N,-4.823406647516757,-4.823406647516757,2,-4.9254105941293815,-4.9254105941293815,-4.823406647516757,-4.823406647516757,False,2,2,False,-5.4248561895067535,0.9989588786409557,-5.195605885031043,0.3295291511837061,1.0,-4.37,0.1
BVALZCVRLDMXOQ-UHFFFAOYSA-N,-2.8225435672860946,-2.822847023673233,3,-2.8253524658876157,-2.8253524658876157,-2.82,-2.82,False,2,2,False,-2.85641565423864,0.241266949270334,-2.8213376935767926,0.028103228835420786,1.0,-2.82,0.6
BZHJMEDXRYGGRV-UHFFFAOYSA-N,0.3362428150578011,0.0473305247265638,23,0.044825082512181015,0.044825082512181015,-0.59,-0.59,True,5,5,False,-0.39559190871355226,0.11855239145026868,-0.5835284104274453,0.014214822534083058,0.004323526933233028,-0.59,0.6
BZHMBWZPUJHVEE-UHFFFAOYSA-N,2.836710331364915,2.877629063097514,13,2.877629063097514,2.877629063097514,2.878814531548757,2.878814531548757,False,4,4,False,2.829325335339027,0.1057807872403494,2.8752601207219866,0.011064652753901399,0.0585662948935332,2.83,0.6
BZLVMXJERCGZMT-UHFFFAOYSA-N,-2.0043751153145135,-2.21,30,-2.21,-2.21,-2.21,-2.21,True,4,4,False,-2.206578473036743,0.09173350964315727,-2.207923612254327,0.008501371559018837,0.4261626467846093,-2.21,0.6
CATSNJVOTSVZJV-UHFFFAOYSA-N,-2.7433988121033983,-3.0361226604419764,34,-3.0360279899263825,-3.0380139949631912,-3.04,-3.04,True,5,5,False,-3.0176360506287057,0.09489185874667364,-3.0347823713300426,0.009518380875616662,0.2682711584580498,-3.04,0.6
CAWHJQAVHZEVTJ-UHFFFAOYSA-N,-5.527151828805235,-5.519308724109768,12,-5.52,-5.52,-5.518642447418737,-5.518642447418737,False,4,4,False,-5.535702612760191,0.1032885949567506,-5.5234110868164485,0.010099000087801919,0.5067981075801168,-5.51,0.6
CETBSQOFQKLHHZ-UHFFFAOYSA-N,-0.8118758443115303,-1.615,8,-1.63,-1.615,-1.63,-1.63,True,5,5,False,-1.5828237900624738,0.14923753702545411,-1.6250459474926833,0.014495937208902814,0.07947926933489619,-1.64,0.6
CFKMVGJGLGKFKI-UHFFFAOYSA-N,-6.123075031121975,-6.123075031121975,2,-6.124327752229167,-6.124327752229167,-6.79,-6.79,True,2,2,False,-6.73097370715488,0.24723336564865578,-6.787573994890769,0.02827784715574712,0.3472688764031284,-6.79,0.6
CGHIBGNXEGJPQZ-UHFFFAOYSA-N,0.2727466721192341,0.29,14,0.29,0.29,0.29,0.29,False,4,4,False,0.2621621026475407,0.09972699941520052,0.2907979133630091,0.0094290770239433,0.060351874495505005,0.29,0.6
CHVJITGCYZJHLR-UHFFFAOYSA-N,-0.9897825938888151,-0.9897418738049713,4,-0.9897418738049713,-0.9897418738049713,-0.9894837476099424,-0.9894837476099424,False,2,2,False,-1.0000530071687923,0.1453766996958926,-0.9899151117675418,0.016311948260766887,1.0,-0.99,0.6
CJJOSEISRRTUQB-UHFFFAOYSA-N,-8.652334794796491,-8.652334794796491,2,-8.754338741409118,-8.754338741409118,-8.652334794796491,-8.652334794796491,True,2,2,False,-8.392554451720127,0.9989588786409557,-8.219321685209373,0.3344388429439678,0.9131369027718184,-10.03,1.37
CKAPSXZOOQJIBF-UHFFFAOYSA-N,-1.3876527017555218,-2.091003116078709,42,-2.144387843633682,-2.0935085582930917,-2.091003116078709,-2.091003116078709,True,3,3,False,-2.1194143472803133,0.175742271158361,-2.212559199481535,0.06410174734643248,0.05311862222126645,-2.33,1.16
CNMFHDIDIMZHKY-UHFFFAOYSA-N,-2.400648690548876,-2.400648690548876,2,-2.4019014116560675,-2.4019014116560675,-2.4,-2.4,False,2,2,False,-2.4246915348359206,0.24723336564865578,-2.4007171748837317,0.02819161635314548,1.0,-2.4,0.6
CRSOQBOWXPBRES-UHFFFAOYSA-N,2.370170444254876,2.5,25,2.5,2.5,2.5,2.5,True,5,5,False,2.485738757356098,0.08407766537389774,2.5007215653191457,0.007301645861696538,0.26727646279402845,2.51,0.6
CSCPPACGZOOCGX-UHFFFAOYSA-N,-3.4890597253370164,-3.8148914689910964,78,-3.7972043134271916,-3.8280986534430896,-3.85,-3.85,True,5,5,False,-3.894738029522063,0.07450950961516878,-3.8451860410004497,0.008215788650163801,0.01155317884236422,-3.8,0.6
CTMHWPIWNRWQEG-UHFFFAOYSA-N,0.4996685659676534,0.6692160611854684,6,0.6692160611854684,0.6692160611854684,0.6696080305927342,0.6696080305927342,True,4,4,False,0.6531706349062849,0.13679956943269334,0.669215259980602,0.014130133089550053,0.9204128093303006,0.67,0.6
CTQNGGLPUBDAKN-UHFFFAOYSA-N,-0.46793911701134955,-0.9,44,-0.9,-0.9,-0.9,-0.9,True,5,5,False,-0.9193669416066546,0.08485243979105173,-0.8997363124689258,0.007526131513169689,0.6805500463856409,-0.9,0.6
CVNOWLNNPYYEOH-UHFFFAOYSA-N,-10.173175123288251,-10.174474187380495,5,-10.174474187380495,-10.174474187380495,-10.172237093690248,-10.172237093690248,False,3,3,False,-10.171100788796842,0.1369535247865104,-10.172336636751506,0.014139138366575836,1.0,-10.17,0.6
CVXBEEMKQHEXEN-UHFFFAOYSA-N,-3.382409561995432,-3.382409561995432,2,-3.4844135086080574,-3.4844135086080574,-3.382409561995432,-3.382409561995432,True,2,2,False,-7.935713785056234,0.9989588786409557,-9.217847590147144,0.34388976955707495,0.06879718083422129,-9.45,0.1
CWRYPZZKDGJXCA-UHFFFAOYSA-N,-3.025840031272969,-3.034094854330547,17,-3.036862569174778,-3.036862569174778,-3.15,-3.15,False,3,3,False,-3.218567503690268,0.1321449728295779,-3.1584977372160683,0.018971030264220957,0.23163436587526,-3.15,0.6
CXOWYJMDMMMMJO-UHFFFAOYSA-N,2.9741470605216165,2.878822831821286,6,2.8763173896069034,2.8763173896069034,2.88,2.88,False,3,3,False,2.797927063676126,0.22979311199436306,2.87719643000565,0.027932905471163706,1.0,2.88,0.6
CYNYIHKIEHGYOZ-UHFFFAOYSA-N,-0.6068553766655714,-0.56,7,-0.56,-0.56,-0.56,-0.56,False,3,3,False,-0.5803981728130266,0.12895560760385394,-0.5671409041617652,0.01298193122109013,0.9843061868582722,-0.56,0.6
CYTYCFOTNPOANT-UHFFFAOYSA-N,1.1827972478872508,0.0612350091419321,68,0.0549713193116634,0.059982288034740705,0.0549713193116634,0.0549713193116634,True,5,5,False,0.4969300457609257,0.09780622605530696,0.06300347947716677,0.01322569651153261,0.046452697886079565,0.1,0.6
CYXIKYKBLDZZNW-UHFFFAOYSA-N,0.06499426386233267,0.06,5,0.06,0.06,0.06,0.06,False,2,2,False,0.05636684149567493,0.13074900342112306,0.0632370997348222,0.013069508089341085,0.9343155892446571,0.06,0.6
DHKHKXVYLBGOIT-UHFFFAOYSA-N,-3.2962202326057777,-3.2739769968447137,6,-3.274378585086042,-3.274378585086042,-3.272189292543021,-3.272189292543021,False,4,4,False,-3.2848684335710137,0.150829814813627,-3.2724560636963043,0.014137939445010678,1.0,-3.28,0.2
DHXVGJBLRPWPCS-UHFFFAOYSA-N,-3.122903404282284,-3.1238049713193115,7,-3.1238049713193115,-3.1238049713193115,-3.12,-3.12,False,3,3,False,-3.130467746272036,0.11985484673065991,-3.1217921732370986,0.012637825851378152,1.0,-3.12,0.6
DIKBFYAXUHHXCS-UHFFFAOYSA-N,-1.8850782427883446,-2.1105925508348813,26,-2.123207632228931,-2.113097993049264,-2.0,-2.0,True,5,5,False,-2.116262785015914,0.1160099529711031,-2.0130564647167297,0.01605155245296144,0.2828727810326474,-2.13,0.6
DIOQZVSQGTUSAI-UHFFFAOYSA-N,3.2394178032251904,3.1944526918418443,6,3.170230509453515,3.170230509453515,3.16,3.16,False,3,3,False,3.086598067660771,0.22979311199436306,3.1587750680213915,0.027909754488948908,1.0,3.16,0.6
DJHHDLMTUOLVHY-UHFFFAOYSA-N,-4.06566468292739,-4.2121426068714305,5,-4.130359745079855,-4.214648049085813,-4.2121426068714305,-4.2121426068714305,False,3,3,False,-4.474874760591718,0.601467979208283,-4.205779047504025,0.19780978533000762,1.0,-3.81,0.14
DKGAVHZHDRPRBM-UHFFFAOYSA-N,-4.148987503573552,-4.51,23,-4.51,-4.51,-4.51,-4.51,True,5,5,False,-4.522037686938305,0.09249343992232303,-4.512708870630392,0.008476959763433036,0.11704771311564163,-4.47,0.6
DKMROQRQHGEIOW-UHFFFAOYSA-N,-6.366587649170305,-6.366587649170305,1,-6.369093091384688,-6.369093091384688,-6.366587649170305,-6.366587649170305,False,1,1,False,-6.540704776457329,1.064785492392406,-6.446669167682484,0.34282688264411004,1.0,-5.71,0.6
DKPFZGUDAPQIHT-UHFFFAOYSA-N,-1.657113578007931,-2.55,19,-2.55019120458891,-2.55,-2.550095602294455,-2.550095602294455,True,5,5,False,-2.5692348978383093,0.10493970358000185,-2.560176801209639,0.010701108041003554,0.3545553871874086,-2.64,0.6
DLFVBJFMPXGRIB-UHFFFAOYSA-N,-9.869116445526913,-9.710803059273422,23,-9.710803059273422,-9.710803059273422,-9.710803059273422,-9.710803059273422,True,4,4,False,-9.865543692191402,0.07808203723949535,-9.716122546639182,0.007380383792691295,0.0010474887989855733,-9.71,0.6
DLRJIFUOBPOJNS-UHFFFAOYSA-N,-2.774850421006742,-2.2997008420134843,4,-2.3009535631206752,-2.3009535631206752,-2.22,-2.22,True,3,3,False,-2.561017958284596,0.16256954429261092,-2.2217901907380573,0.019972516657839265,0.001179181980152159,-2.22,0.6
DNJIEGIFACGWOD-UHFFFAOYSA-N,-1.022528639874638,-1.2954110898661566,19,-1.3,-1.3,-1.3,-1.3,True,5,5,False,-1.2707142753314022,0.088294415098071,-1.2967929353076257,0.008120927380016574,0.1374743626693201,-1.14,0.6
DPBLXKKOBLCELK-UHFFFAOYSA-N,-4.085445698193309,-4.097347929722241,14,-4.1,-4.1,-4.1,-4.1,False,5,5,False,-4.111338746425159,0.11179368626346617,-4.097320770799726,0.01000483002557797,1.0,-4.09,0.6
DPJCXCZTLWNFOH-UHFFFAOYSA-N,-7.282090285170702,-7.516841508089234,4,-7.518094229196425,-7.518094229196425,-7.37,-7.37,True,3,3,False,-7.419215915444021,0.24042820001778728,-7.373842080656267,0.028174963746205463,1.0,-7.37,0.6
DQIHOZJLTDMMSG-UHFFFAOYSA-N,-14.296856968140988,-14.296856968140988,1,-14.498359419151855,-14.498359419151855,-14.296856968140988,-14.296856968140988,False,1,1,False,-11.901053163819741,2.338096976739336,-14.07254262542923,1.198091398799288,1.0,-14.21,1.1
DQWPFSLDHJDLRL-UHFFFAOYSA-N,-7.710891574593993,-7.8,6,-7.8,-7.8,-7.67,-7.67,False,3,3,False,-7.676903323028579,0.14964453462243038,-7.785713956962511,0.019876093811375596,0.05838906994136809,-7.5,0.2
DUEPRVBVGDRKAG-UHFFFAOYSA-N,-9.241915455449591,-9.241915455449591,2,-9.343919402062216,-9.343919402062216,-9.241915455449591,-9.241915455449591,False,2,2,False,-9.482210726280394,0.9989588786409557,-9.48594797867772,0.3296259089244495,1.0,-9.61,0.3
DURPTKYDGMDSBL-UHFFFAOYSA-N,-0.9137558009000335,-0.830869980879541,10,-0.830869980879541,-0.830869980879541,-0.83,-0.83,True,4,4,False,-0.8445644621345433,0.11764502419065678,-0.8307891390515338,0.01068085615383361,0.9757687904220309,-0.83,0.6
DZMDPHNGKBEVRE-UHFFFAOYSA-N,1.424987955829927,0.29,5,0.286314904149333,0.29,0.29,0.29,True,4,4,False,0.26580412456867264,0.23957228851443696,0.2897690234583299,0.028088251778899138,0.47499385361503327,0.29,0.6
FBMQNRKSAWNXBT-UHFFFAOYSA-N,-6.506056445212738,-6.506056445212738,2,-6.608060391825363,-6.608060391825363,-6.506056445212738,-6.506056445212738,True,2,2,False,-9.597138070855634,0.9989588786409557,-10.496423073099468,0.34465780884182506,0.14378980951350792,-11.85,0.35
FDPIMTJIUBPUKL-UHFFFAOYSA-N,-3.3957056807770933,-3.41,17,-3.41,-3.41,-3.41,-3.41,False,4,4,False,-3.418042684597607,0.09184521642045225,-3.409845930767475,0.007847153342220841,1.0,-3.41,0.2
FERIUCNNQQJTOY-UHFFFAOYSA-N,-6.4318087252114,-6.36,22,-6.36,-6.36,-6.36,-6.36,False,4,4,False,-6.372497557914333,0.08599673302683962,-6.362743385180415,0.007697795615259472,0.9279785891634655,-6.35,0.6
FGLBSLMDCBOPQK-UHFFFAOYSA-N,-3.0759752652803725,-3.138145315487572,19,-3.138145315487572,-3.138145315487572,-3.139072657743786,-3.139072657743786,False,4,4,False,-3.155799478203628,0.10298469096375873,-3.1377729647016985,0.010345461623563274,0.864584831340079,-3.13,0.6
FHIVAFMUCKRCQO-UHFFFAOYSA-N,-6.993457323362249,-7.229293830048734,8,-7.234977875192512,-7.2317992722631175,-7.229293830048734,-7.229293830048734,True,3,3,False,-7.49511154589878,0.4376162608242711,-7.305776593131426,0.13899514293592402,1.0,-6.48,0.13
FJBFPHVGVWTDIP-UHFFFAOYSA-N,-1.888479087437392,-1.966896125402727,19,-2.0129229248353466,-2.0129229248353466,-2.1090152963671125,-2.1090152963671125,False,4,4,False,-2.0785755280033817,0.11589980080142354,-2.1003559225670094,0.012455132508306951,0.2109723780227002,-1.96,0.6
FKNQCJSGGFJEIZ-UHFFFAOYSA-N,-4.915257705748232,-4.926306347166558,17,-4.928397756025836,-4.928811789380941,-4.925,-4.925,False,4,4,False,-4.925067038908669,0.08990063250225805,-4.9238034000247,0.008562943011625029,0.0459353457628241,-4.93,0.6
FKRCODPIKNYEAC-UHFFFAOYSA-N,-2.7696844104037366,-2.7974289715307243,10,-2.796367112810707,-2.7981835564053537,-2.8,-2.8,False,4,4,False,-2.781365621640943,0.11764196381383646,-2.794357647047306,0.011345787874789848,0.29277996230896647,-2.68,0.6
FMKOJHQHASLBPH-UHFFFAOYSA-N,-0.5157435603464707,-0.46183556405353726,6,-0.46183556405353726,-0.46183556405353726,-0.46,-0.46,False,3,3,False,-0.4812663269777053,0.14165395216941448,-0.46794974465987677,0.012977763405278018,0.9945857007452407,-0.46,0.6
FOIBFBMSLDGNHL-UHFFFAOYSA-N,-0.4273395561712074,-4.856511727255952,3,-4.859017169470334,-4.859017169470334,-4.856511727255952,-4.856511727255952,True,2,2,False,-4.332371736841724,0.7409958743451516,-4.925151702957227,0.24268331046375577,0.052450455328085774,-4.53,1.0
FUZZWVXGSFPDMH-UHFFFAOYSA-N,-6.161861144196803,-6.186420772361716,15,-6.21,-6.2,-6.21,-6.21,False,4,4,False,-6.227279585344524,0.12491034027337736,-6.20875670380256,0.010689106686753883,1.0,-6.21,0.6
FVSKHRXBFJPNKK-UHFFFAOYSA-N,-3.783995888246078,-3.8463306679070377,16,-3.8456022944550665,-3.8478011472275333,-3.8478011472275333,-3.8478011472275333,False,5,5,False,-3.86357194282874,0.10475308330368939,-3.847362961628989,0.010503063801011533,0.7384806825924822,-3.84,0.6
FXHGMKSSBGDXIY-UHFFFAOYSA-N,-2.6357711202113965,-2.6700441700867907,16,-2.6720841300191203,-2.6720841300191203,-2.67,-2.67,False,4,4,False,-2.703120718630423,0.1202032431613498,-2.6715174279975655,0.01151614633755089,0.9986751269657534,-2.67,0.6
FXLOVSHXALFLKQ-UHFFFAOYSA-N,-4.3277988845176285,-4.37815580082064,8,-4.380661243035023,-4.380661243035023,-4.27,-4.27,True,3,3,False,-4.405969641047739,0.2204549693752234,-4.279677627407341,0.02813653555078952,0.7050964569129373,-4.27,0.6
FYGHSUNMUKGBRK-UHFFFAOYSA-N,-0.7267236920588802,-1.2074490955819286,7,-1.2099545377963115,-1.2099545377963115,-1.22,-1.22,True,4,4,False,-1.228549244374618,0.18221923043817706,-1.2162073937485702,0.016320097753962575,0.6816335845807912,-1.21,0.6
GBDZXPJXOMHESU-UHFFFAOYSA-N,-1.5992815523776598,-2.0570635752232533,18,-2.05970475820647,-2.059569017437636,-1.34,-1.34,True,4,4,False,-1.7251199864363946,0.1887389450647237,-1.9632004106992162,0.09018229773494846,0.012742789908586674,-1.34,0.6
GDOPTJXRTPNYNR-UHFFFAOYSA-N,1.5754324443119851,1.5967105369143868,13,1.5955109152060392,1.5955109152060392,1.5965583173996174,1.5965583173996174,False,4,4,False,1.5528143501354321,0.11569396231327389,1.5938638465814268,0.011483362923352832,0.08519005231557941,1.59,0.6
GETQZCLCWQTVFV-UHFFFAOYSA-N,-2.829779004434221,-3.23,17,-3.23,-3.23,-3.215,-3.215,True,5,5,False,-2.888787574097385,0.10418009874922794,-3.218709474043618,0.009748570952807746,0.0001885852426694473,-3.2,0.6
GETTZEONDQJALK-UHFFFAOYSA-N,-0.2430286210747193,-0.24178336640167963,4,-0.24303608750887104,-0.24303608750887104,-0.25,-0.25,False,3,3,False,-0.3022506473404536,0.24042820001778728,-0.25150152722982916,0.028096370486593233,1.0,-0.25,0.6
